"astana","09b08de6-a339-4184-bf4c-4cdc71f2c3ff",0,1577365200,1577365200,"IPv6_TCP",4,"182.85.28.228","106.80.100.1",48216,25042,25565,0,1,"123.235.103.74","广东省 清远市 联通宽带光纤","astana","astana","AS4761","AS4808","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","本地地址","wav","13001251457","460013627103874","869394020992019","xiaoming@163.com","facebook","L2TP",418,99,458,"530","799","427","553","CN","Tianjin","117.1767,39.1422","IT","Shanghai","117.1767,39.1422"
"astana","09b08de6-a339-4184-bf4c-4cdc71f2c3ff",0,1577365200,1577365200,"IPv6_TCP",4,"182.85.28.228","106.80.100.1",48216,25042,25565,0,1,"123.235.103.74","广东省 清远市 联通宽带光纤","astana","astana","AS4761","AS4808","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","本地地址","wav","13001251457","460013627103874","869394020992019","xiaoming@163.com","facebook","L2TP",418,99,458,"530","799","427","553","CN","Tianjin","117.1767,39.1422","IT","Shanghai","117.1767,39.1422"
"astana","09b08de6-a339-4184-bf4c-4cdc71f2c3ff",0,1577365200,1577365200,"IPv6_TCP",4,"182.85.28.228","106.80.100.1",48216,25042,25565,0,1,"123.235.103.74","广东省 清远市 联通宽带光纤","astana","astana","AS4761","AS4808","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","本地地址","wav","13001251457","460013627103874","869394020992019","xiaoming@163.com","facebook","L2TP",418,99,458,"530","799","427","553","CN","Tianjin","117.1767,39.1422","IT","Shanghai","117.1767,39.1422"
"astana","09b08de6-a339-4184-bf4c-4cdc71f2c3ff",0,1577365200,1577365200,"IPv6_TCP",4,"182.85.28.228","106.80.100.1",48216,25042,25565,0,1,"123.235.103.74","广东省 清远市 联通宽带光纤","astana","astana","AS4761","AS4808","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","本地地址","wav","13001251457","460013627103874","869394020992019","xiaoming@163.com","facebook","L2TP",418,99,458,"530","799","427","553","CN","Tianjin","117.1767,39.1422","IT","Shanghai","117.1767,39.1422"
"astana","09b08de6-a339-4184-bf4c-4cdc71f2c3ff",0,1577365200,1577365200,"IPv6_TCP",4,"182.85.28.228","106.80.100.1",48216,25042,25565,0,1,"123.235.103.74","广东省 清远市 联通宽带光纤","astana","astana","AS4761","AS4808","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","本地地址","wav","13001251457","460013627103874","869394020992019","xiaoming@163.com","facebook","L2TP",418,99,458,"530","799","427","553","CN","Tianjin","117.1767,39.1422","IT","Shanghai","117.1767,39.1422"
"astana","09b08de6-a339-4184-bf4c-4cdc71f2c3ff",0,1577365200,1577365200,"IPv6_TCP",4,"139.215.79.188","106.80.100.133",19143,9059,63358,1,0,"171.9.110.115","新疆维吾尔自治区 昌吉回族自治州 联通宽带光纤","astana","astana","AS4761","AS4808","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","远程地址","mp4","13001251457","460013627103874","869394020992019","xiaoming@163.com","weibo","IPv6_UDP",1112,445,749,"203","655","1264","1236","US","San Francisco","","CZ","Mountain View",""
"astana","09b08de6-a339-4184-bf4c-4cdc71f2c3ff",0,1577365200,1577365200,"IPv6_TCP",4,"139.215.79.188","106.80.100.133",19143,9059,63358,1,0,"171.9.110.115","新疆维吾尔自治区 昌吉回族自治州 联通宽带光纤","astana","astana","AS4761","AS4808","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","远程地址","mp4","13001251457","460013627103874","869394020992019","xiaoming@163.com","weibo","IPv6_UDP",1112,445,749,"203","655","1264","1236","US","San Francisco","","CZ","Mountain View",""
"astana","09b08de6-a339-4184-bf4c-4cdc71f2c3ff",0,1577365200,1577365200,"IPv6_TCP",4,"139.215.79.188","106.80.100.133",19143,9059,63358,1,0,"171.9.110.115","新疆维吾尔自治区 昌吉回族自治州 联通宽带光纤","astana","astana","AS4761","AS4808","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","远程地址","mp4","13001251457","460013627103874","869394020992019","xiaoming@163.com","weibo","IPv6_UDP",1112,445,749,"203","655","1264","1236","US","San Francisco","","CZ","Mountain View",""
"astana","09b08de6-a339-4184-bf4c-4cdc71f2c3ff",0,1577365200,1577365200,"IPv6_TCP",4,"139.215.79.188","106.80.100.133",19143,9059,63358,1,0,"171.9.110.115","新疆维吾尔自治区 昌吉回族自治州 联通宽带光纤","astana","astana","AS4761","AS4808","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","远程地址","mp4","13001251457","460013627103874","869394020992019","xiaoming@163.com","weibo","IPv6_UDP",1112,445,749,"203","655","1264","1236","US","San Francisco","","CZ","Mountain View",""
"astana","09b08de6-a339-4184-bf4c-4cdc71f2c3ff",0,1577365200,1577365200,"IPv6_TCP",4,"139.215.79.188","106.80.100.133",19143,9059,63358,1,0,"171.9.110.115","新疆维吾尔自治区 昌吉回族自治州 联通宽带光纤","astana","astana","AS4761","AS4808","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","09b08de6-a339-4184-bf4c-4cdc71f2c3ff","远程地址","mp4","13001251457","460013627103874","869394020992019","xiaoming@163.com","weibo","IPv6_UDP",1112,445,749,"203","655","1264","1236","US","San Francisco","","CZ","Mountain View",""
